고구마피자,119,1,QFTBQF5l0Ro,고구마 300g 달걀 1개 양파 약 1/4개(62g) 베이컨 4장(64g) 피망 1/2컵(45g) 통조림 옥수수 4큰술(64g) 피자치즈 1컵(100g) 식용유 3큰술(21g) 설탕 1큰술(12g) 맛소금 적당량,고구마,40,달걀,10,양파,10,베이컨,10,피망,5,옥수수,5,피자치즈,20,식용유,0,설탕,0,!EOL
김치참치죽,191,1,JKZqaFpJHn0,신김치 1컵(130g) 오트밀 2봉지(60g) 물 2와1/2컵(450ml) 국간장 1큰술(10g) 통조림 참치 1/4캔(62g) 꽃소금 적당량 참기름 적당량 깨소금 적당량,김치,35,오트밀,30,참기름,5,통조림참치,30,물,0,소금,0,간장,0,소금,0,!EOL,,
콘치즈,127,1,zS_o6psOt9g,옥수수통조림 1캔(340g) 양파 1/10개(25g) 황설탕 1큰술(12g) 마요네즈 4큰술(64g) 모짜렐라치즈 1컵(100g) 스틱버터 1큰술(12g) 파슬리가루 약간,옥수수통조림,35,양파,5,파슬리가루,5,마요네즈,20,모짜렐라치즈,25,버터,10,설탕,0,!EOL,,,,
순두부찌개,191,2,nj-DjQFEZb0,순두부 1팩 간 돼지고기 2/5컵(60g) 양파 약 1/6개(40g) 대파 약1/2컵(28g) 청양고추 2개(20g) 쪽파 2큰술(12g) 물 2컵(360ml) 바지락 10개(120g) 간마늘 1큰술(20g) 황설탕 1/3큰술(4g) 고운고춧가루 1큰술(6g) 참기름 3큰술(21g) 꽃소금 약1/2큰술(5g) 진간장 2큰술(20g) 달걀 2개 후춧가루 약간,순두부,40,돼지고기,10,양파,10,대파,10,고추장,5,쪽파,5,바지락,20,고춧가루,0,간장,0,!EOL
달걀샌드위치,127,1,YXMxnHx7yZQ,달걀 6개 식빵 4장 슬라이스치즈 2장 베이컨 3장(48g) 스틱버터 적당량 마요네즈 1/3컵(60g) 황설탕 1큰술(12g) 고운고춧가루 1/2큰술(3g) 식초 약2와1/2큰술(24g),달걀,25,식빵,25,치즈,10,베이컨,15,버터,10,마요네즈,10,식초,5,고춧가루,0,설탕,0,!EOL
다시마 칼국수,191,1,iij0bMkadEw,다시마 육수 약 6컵(1100g) 칼국수 면 225g 멸치가루 3/5큰술(3g) 국간장 1큰술(10g) 꽃소금 약 1/6큰술(2.5g) 돼지 호박 약 1/5개(70g) 당근 약 1/6개(48g)  감자 약 1/3개(54g) 양파 약 1/4개(70g) 대파 2/3컵(40g) 청양고추 2개(20g) 불린 다시마 채 80g 깨소금 약간 후춧가루 약간,다시마,30,칼국수면,30,멸치가루,5,돼지호박,5,당근,10,감자,10,양파,10,간장,0,소금,0,!EOL
멸치강된장,254,1,nFCahVPrnD0,식용유 1큰술(7g) 손질한 국멸치 3마리(7g)  재래식 된장 3큰술(60g) 간 마늘 3/5큰술(12g) 황설탕 1/3큰술(4g) 굵은 고춧가루 1/4큰술(2g) 쌀뜨물 3/5컵(110g) 대파 1/3컵(20g) 양파 1/5개(50g) 청양고추 1개(10g),멸치,15,된장,45,마늘,10,대파,10,양파,10,고추,10,식용유,0,설탕,0,고춧가루,0,!EOL
고추장 비빔국수,191,1,iWWQBoS3SL4,소면 200g 깨소금 6큰술(36g) 참기름 적당량 고추장 약1/3컵(80g) 양조식초 약4큰술(30g) 황설탕 3큰술(36g) 진간장 1큰술(10g) 고운고춧가루 1/2큰술(3g) 간마늘 1큰술(20g),소면,40,마늘,10,참기름,5,고추장,30,식초,15,설탕,0,간장,0,고춧가루,0,소금,0,!EOL
두부조림,127,1,Eino3yP-Wk0,두부 1모(290g) 새우젓 1큰술(20g) 굵은 고춧가루 2큰술(16g) 진간장 2큰술(20g) 황설탕 1/3큰술(4g) 정수 물 1컵(180ml)  간 마늘 1/2큰술(10g) 간 생강 약간 대파 1컵(60g) 청양고추 1개(10g) 들기름 1큰술(7g) ,두부,45,새우젓,10,마늘,10,생강,10,대파,15,고추,10,고춧가루,0,간장,0,설탕,0,!EOL
닭볶음탕,191,2,eeiqjyYgPew,토막 닭고기 1마리(10호)  물 3컵(540ml) 대파 2대(200g) 청양고추 3개(30g) 홍고추 2개(20g) 새송이버섯 2개(120g) 표고버섯 2개(40g) 당근 1/3개(90g) 양파 1개(250g) 감자 2개(400g) 간 마늘 1큰술(15g) 굵은 고춧가루 1/2컵(40g) 고운 고춧가루 1큰술(6g) 진간장 4/5컵(144ml) 황설탕 3큰술(36g) 후춧가루 약간,닭고기,40,대파,5,고추,5,새송이버섯,5,표고버섯,5,당근,10,양파,15,감자,15,고춧가루,0,!EOL
돼지고기 모듬찜,191,2,eZzBMCZYEfc,돼지고기 후지 슬라이스 260g 숙주 약 1과1/3컵(120g) 양파 약 1/4개(60g) 표고버섯 2개(30g) 고구마 약 1/7개(40g)  당근 약1/4개(50g) 청경채 3송이(120g) 쪽파 1/2큰술(2g) 진간장 4큰술(40g) 환만식초 2와1/2큰술(20g) 황설탕 1큰술(12g) 청양고추 약 1과 1/2개(14g) 간 마늘 2/5큰술(8g) 굵은 고춧가루 1/4큰술(2g),돼지고기,50,숙주,10,양파,15,버섯,10,고구마,5,식초,10,설탕,0,고춧가루,0,간장,0,!EOL
김치전,127,1,47OIcvpqxlo,신김치 약2컵(260g) 황설탕 1/2큰술(6g) 물 1과2/3컵(300g) 부침가루 2컵(220g) 청양고추 2개(20g) 대파 2/5대(40g) 소시지 2개(90g) 고운고춧가루 1큰술(6g) 식용유 적당량,김치,45,소시지,15,부침가루,20,고추,10,대파,10,설탕,0,고춧가루,0,식용유,0,!EOL,,
옥수수전,127,1,yI67M3IS4GI,통조림 옥수수 1캔(340g) 옥수수전분가루 약 7큰술(69g) 물 1/4컵(45ml) 꽃소금 1/8큰술 (1.5g) 식용유 약 6큰술(42g) 연유 4큰술(52g) 파마산 치즈 적당량 고춧가루 적당량,옥수수통조림,50,전분가루,30,연유,10,파마산치즈,10,소금,0,식용유,0,고춧가루,0,!EOL,,,,
